"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
597,"CAS CONSTRUCTION","Galway County","Mountbellew",5,"Mountbellew Voluntary Homes Association","Stage 1 approved Q3-2015, outline design and costs being prepared.","","","","",""
598,"CAS CONSTRUCTION","Galway County","Springfield, Parkmore (Ballinasloe)",4,"Peter Triest Housing Association Ltd","Stage 1 approved Q2-2017, outline design and costs being prepared.","","","","",""
599,"CAS CONSTRUCTION","Galway County","Letterfrack (Phase 1)",13,"Cluid Housing Association","","","","","","Q2-2016"
600,"CAS CONSTRUCTION","Galway County","Dunlo Hill, Ballinasloe",18,"Cluid Housing Association","","","","","Q4-2018",""
601,"CAS CONSTRUCTION","Galway County","Caheroyn, Athenry",4,"Peter Triest Housing Association Ltd","Stage 1 approved Q3-2017, outline design and costs being prepared.","","","","",""
602,"CAS CONSTRUCTION","Galway County","Aggard More, Craughwell",4,"Peter Triest Housing Association Ltd","","","","","Q2-2019",""
603,"CAS CONSTRUCTION","Galway County","The Old Post Office, Inverin",4,"Tearmann Eanna Teoranta","","","","","Q3-2019",""
604,"CAS CONSTRUCTION TURNKEY","Galway County","Tubber Road, Gort",10,"Inis Housing Association Ltd","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
605,"SHIP CONSTRUCTION","Galway County","Esker Fields, Ballinasloe",2,"*N/A","","","","","Q2-2018",""
606,"SHIP CONSTRUCTION","Galway County","Garbally Drive, Ballinasloe",10,"*N/A","","","","","","Q3-2019"
607,"SHIP CONSTRUCTION","Galway County","Na Clocha Rua, An Cheathr� Rua",4,"*N/A","","","","","Q2-2019",""
608,"SHIP CONSTRUCTION","Galway County","Ardrahan (SRD)",1,"*N/A","","","","","","Q4-2017"
609,"SHIP CONSTRUCTION","Galway County","Callowfinish, Carna (SRD)",1,"*N/A","","","","","","Q2-2018"
610,"SHIP CONSTRUCTION","Galway County","Waterdale, Claregalway (SRD)",1,"*N/A","","","","","","Q4-2018"
611,"SHIP CONSTRUCTION","Galway County","Corndulla (SRD)",1,"*N/A","","","","","","Q1-2019"
612,"SHIP CONSTRUCTION","Galway County","Cill Ciar�n (SRD)",1,"*N/A","","","","","","Q3-2018"
613,"SHIP CONSTRUCTION","Galway County","Kinvara (SRD)",1,"*N/A","","","","","","Q3-2018"
614,"SHIP CONSTRUCTION","Galway County","Cnoc na Carraige, Roundstone, Co. Galway",14,"*N/A","","","","","Q3-2019",""
615,"SHIP CONSTRUCTION","Galway County","Hospital Road, Clifden",26,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
616,"SHIP CONSTRUCTION","Galway County","Bridge Court, Ahascragh, Ballinasloe",17,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
617,"SHIP CONSTRUCTION","Galway County","Caisle�n Raithl�n, Ardrahan",12,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
618,"SHIP CONSTRUCTION","Galway County","Barrack Street, Loughrea",5,"*N/A","","","","","Q3-2019",""
619,"SHIP CONSTRUCTION","Galway County","Gilmartin Road, Tuam. Phase 2",24,"*N/A","","","","","","Q3-2019"
620,"SHIP CONSTRUCTION","Galway County","Cartron, Kinvarra",10,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
621,"SHIP CONSTRUCTION","Galway County","Gort U� Lochlainn, Moycullen",30,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
622,"SHIP CONSTRUCTION","Galway County","Gilmartin Road, Tuam",16,"*N/A","","","","","","Q4-2018"
623,"SHIP CONSTRUCTION","Galway County","T�r an Bhu�, TUam, Co. Galway",51,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
624,"SHIP CONSTRUCTION","Galway County","Gilmartin Road, Tuam, Phase 3",19,"*N/A","","","","","Q4-2017",""
625,"SHIP CONSTRUCTION TURNKEY","Galway County","Lorro gate, Prospect, Athenry",14,"*N/A","","","","","","Q4-2017"
626,"SHIP CONSTRUCTION TURNKEY","Galway County","Arvough, Kinvara",6,"*N/A","","","","","","Q4-2017"
627,"SHIP CONSTRUCTION TURNKEY","Galway County","Castlecourt, Abbey Street, Portumna",10,"*N/A","","","","","","Q4-2017"
628,"SHIP CONSTRUCTION TURNKEY","Galway County","Ashthorn Avenue, Headford",10,"*N/A","","","","","","Q4-2018"
629,"SHIP CONSTRUCTION TURNKEY","Galway County","Cuirt na hAbhann, Claregalway ",8,"*N/A","","","","","","Q4-2018"
630,"SHIP CONSTRUCTION TURNKEY","Galway County","Tullahill, Loughrea",19,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
631,"SHIP CONSTRUCTION TURNKEY","Galway County","Tullahill, Loughrea - Phase 2",42,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
632,"SHIP CONSTRUCTION TURNKEY","Galway County","An Fuaran Estate, Oranmore",4,"*N/A","","","","","Q2-2019",""
633,"SHIP CONSTRUCTION TURNKEY","Galway County","Kylebroughlan, Moycullen",44,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
634,"CALF Turnkey","Kerry","Barraduff, Killarney, Co. Kerry (Phase 1)*",56,"Co-operative Housing Ireland","","","","Q3-2019","",""
635,"CALF Turnkey","Kerry","Cathair Lakes Farrantoreen Road, Killorglin, Co Kerry (Phase 1)",5,"Cluid Housing","","","","","","Q2-2016"
636,"CALF Turnkey","Kerry","Deerpark Avenue, Tralee, Co. Kerry (Phase 1)",4,"Co-operative Housing Ireland","","","","","Q1-2019",""
637,"CALF Turnkey","Kerry","Derreen, Killarney, Co Kerry  (Phase 1)*",61,"Cluid Housing","","","","","Q4-2018",""
638,"CALF Turnkey","Kerry","Doon Road, Lisloose, Tralee, Co. Kerry (Phase 1)*",14,"Co-operative Housing Ireland","","","","","Q4-2018",""
639,"CALF Turnkey","Kerry","Dromcairn, Tralee, Co. Kerry (Phase 1)",12,"Cluid Housing","","","","","Q1-2019",""
640,"CALF Turnkey","Kerry"," Dun Ard, Doon Road, Ballybunnion, Co Kerry (Phase 1)",14,"Respond","","","","","","Q4-2018"
641,"CALF Turnkey","Kerry"," Dun Ard, Doon Road, Ballybunnion, Co Kerry (Phase 2)",2,"Respond","","","","","Q3-2018",""
642,"CALF Turnkey","Kerry"," Dun Ard, Doon Road, Ballybunnion, Co Kerry (Phase 3)",6,"Respond","","","","","Q3-2018",""
643,"CALF Turnkey","Kerry","Fortfield, Tralee, Co. Kerry (Phase 1)*",15,"Cluid Housing","","","","","Q4-2018",""
644,"CALF Turnkey","Kerry","Killeen, Abbeydorney Road, Tralee, Co. Kerry (Phase 1)*",17,"Cluid Housing","","","","","Q1-2019",""
645,"CALF Turnkey","Kerry","Oakwood, Coolegrean, Killarney, Co. Kerry (Phase 1)",59,"Cluid Housing","","","","","","Q3-2019"
646,"CALF Turnkey","Kerry","The Grove, Dingle, Co. Kerry (Phase 1)*",20,"Cluid Housing","","","","","Q1-2019",""
647,"CAS CONSTRUCTION","Kerry","Armagh House, Killarney",6,"Cluid Housing Association","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
648,"CAS CONSTRUCTION","Kerry","22 College Road, Castleisland",4,"Kerry Emigrant Support Housing Association Ltd","","","","","","Q4-2018"
649,"CAS CONSTRUCTION","Kerry","Chamfers Place",18,"Cluid Housing Association","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
650,"CAS CONSTRUCTION","Kerry","The Parsonage, Caherciveen",5,"Caherciveen Social Services (Housing) Ltd","","","","","","Q4-2018"
651,"CAS CONSTRUCTION","Kerry","Hawley Park Apartments, St Martins Park, Mitchels Rd, Tralee",15,"Kingdom Voluntary Housing Association","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
652,"CAS CONSTRUCTION","Kerry","The Presentation Convent, Rathmore",4,"Social Action Group Rathmore","","","","","Q4-2018",""
653,"REGENERATION","Kerry","Croilar Na Mistaelach, Tralee",11,"*N/A","","","","","","Q4-2018"
654,"REGENERATION","Kerry","Urban Terrace, Tralee",2,"*N/A","","","","","","Q4-2016"
655,"REGENERATION","Kerry","Clonmore Road, Tralee",3,"*N/A","","","","","","Q4-2016"
656,"REGENERATION","Kerry","St Martin's Park, Tralee",4,"*N/A","","","","","","Q4-2018"
657,"REGENERATION","Kerry","Dingle Road, Tralee",1,"*N/A","","","","","","Q2-2018"
658,"SHIP CONSTRUCTION","Kerry","Pinewood Estate, Killarney",6,"*N/A","","","","","Q1-2019",""
659,"SHIP CONSTRUCTION","Kerry","Glannagilliagh, Caragh Lake, Killorglin (SRD)",1,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
660,"SHIP CONSTRUCTION","Kerry","Knockawinna, Brosna, Co Kerry",1,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
661,"SHIP CONSTRUCTION","Kerry","Carrigcannon, Lyreacrumpane (SRD)",1,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
662,"SHIP CONSTRUCTION","Kerry","Cleandries, Causeway",1,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
663,"SHIP CONSTRUCTION","Kerry","Cois Gallain, Killorglin",14,"*N/A","","","","","Q1-2019",""
664,"SHIP CONSTRUCTION","Kerry","Rathmore/Barraduff",20,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
665,"SHIP CONSTRUCTION","Kerry","Ardbhearna, Kenmare",22,"*N/A","","","","","","Q4-2018"
666,"SHIP CONSTRUCTION","Kerry","Bill Kinnerk Road, Tralee",4,"*N/A","","","","","","Q1-2018"
667,"SHIP CONSTRUCTION","Kerry","Cuirt Eaglaise, Milltown",8,"*N/A","","","","","Q4-2018",""
668,"SHIP CONSTRUCTION","Kerry","Killeen, Tralee",21,"*N/A","","","","","","Q3-2019"
669,"SHIP CONSTRUCTION","Kerry","Lixnaw",4,"*N/A","","","","","","Q4-2017"
670,"SHIP CONSTRUCTION","Kerry","The Park, Killarney",20,"*N/A","","","","","","Q1-2018"
671,"SHIP CONSTRUCTION","Kerry","Courthouse Lawn, Listowel",7,"*N/A","","","","","Q4-2018",""
672,"SHIP CONSTRUCTION","Kerry","Dreenagh, Ballyheigue (SRD)",1,"*N/A","","","","","","Q1-2017"
673,"SHIP CONSTRUCTION","Kerry","Glenach, Ballybunion",20,"*N/A","","","Stage 3 approved Q4-2018, the scheme is now approved to proceed to tender.","","",""
674,"SHIP CONSTRUCTION","Kerry","Callinafercy, Milltown",1,"*N/A","","","","","","Q4-2018"
675,"SHIP CONSTRUCTION","Kerry","Cahernaboshina, Ventry",1,"*N/A","","","","","","Q4-2018"
676,"SHIP CONSTRUCTION","Kerry","An Carrigin, Tralee",28,"*N/A","","","","","Q2-2019",""
677,"SHIP CONSTRUCTION","Kerry","Pinewood Estate, Killarney",1,"*N/A","","","","","","Q4-2018"
678,"SHIP CONSTRUCTION","Kerry","Drom West, Glenbeigh",1,"*N/A","","","Stage 3 approved Q3-2017, the scheme is now approved to proceed to tender.","","",""
679,"SHIP CONSTRUCTION","Kerry","Meanus, Killorglin",1,"*N/A","","","","","","Q3-2019"
680,"SHIP CONSTRUCTION","Kerry","Tullig Beg, Killorglin",1,"*N/A","","","","","","Q3-2019"
681,"SHIP CONSTRUCTION","Kerry","Owngarry, Killorglin",1,"*N/A","","","","","Q1-2019",""
682,"SHIP CONSTRUCTION","Kerry","Lohercannon, Tralee",61,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
683,"SHIP CONSTRUCTION","Kerry","BallinaKilly Lower, Glenbeigh",1,"*N/A","","","Stage 3 approved Q3-2017, the scheme is now approved to proceed to tender.","","",""
684,"SHIP CONSTRUCTION","Kerry","Ashgrove, Listowel",1,"*N/A","","","","","","Q3-2017"
685,"SHIP CONSTRUCTION","Kerry","Cullenagh Upper, Beaufort",1,"*N/A","","","Stage 3 approved Q4-2017, the scheme is now approved to proceed to tender.","","",""
686,"SHIP CONSTRUCTION","Kerry","Farranwilliam, Ardfert",22,"*N/A","","","","","Q3-2019",""
687,"SHIP CONSTRUCTION","Kerry","Ballyrickard, Tralee",20,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
688,"SHIP CONSTRUCTION","Kerry","Crogorts, Tralee",30,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
689,"SHIP CONSTRUCTION","Kerry","Rock Rd., Killarney",10,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
690,"SHIP CONSTRUCTION","Kerry","Gortamullin, Kenmare (Phase4)",14,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
691,"SHIP CONSTRUCTION","Kerry","Baile an Gharra�, Lixnaw (PHASE 2)",10,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
692,"SHIP CONSTRUCTION","Kerry","Rathass, Tralee",4,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
693,"SHIP CONSTRUCTION","Kerry","Woodview Place, Tarbert",22,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
694,"SHIP CONSTRUCTION","Kerry","Marconi South, Ballybunion",12,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
695,"SHIP CONSTRUCTION","Kerry","Shanakill, Tralee",8,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
696,"SHIP CONSTRUCTION","Kerry","Rusheen, Ballylongford",6,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
697,"SHIP CONSTRUCTION TURNKEY","Kerry","Ard Na Si, Lispole",2,"*N/A","","","","","","Q1-2018"
698,"SHIP CONSTRUCTION TURNKEY","Kerry","1-4 Steeple Meadow View, Milltown",4,"*N/A","","","","","","Q4-2017"
699,"SHIP CONSTRUCTION TURNKEY","Kerry","Meadow Park, Milltown",9,"*N/A","","","","","","Q2-2018"
700,"SHIP CONSTRUCTION TURNKEY","Kerry","Ard Na Si, Lispole, Phase 2",5,"*N/A","","","","","","Q3-2018"
701,"SHIP CONSTRUCTION TURNKEY","Kerry","Ardmoniel Heights, Killorglin",3,"*N/A","","","","","","Q4-2018"
702,"SHIP CONSTRUCTION TURNKEY","Kerry","47 Woodview, Cahirdown, Listowel",1,"*N/A","","","","","","Q2-2018"
703,"SHIP CONSTRUCTION TURNKEY","Kerry","Ard Na Si, Lispole, Phase 3",3,"*N/A","","","","","","Q4-2018"
704,"SHIP CONSTRUCTION TURNKEY","Kerry","Ardmoniel Heights, Killorglin - Phase 2",1,"*N/A","","","","","","Q2-2019"
705,"SHIP CONSTRUCTION TURNKEY","Kerry","The Writings, Listowel",5,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
706,"CALF Construction","Kildare","Castlefen, Castlesize, Sallins, Co. Kildare (Phase 1)",29,"T�ath Housing Association Ltd","","","","Q3-2018","",""
707,"CALF Construction","Kildare","Flinters Field (Phase 2), Athy, Co. Kildare (Phase 1)",35,"Respond","","","","Q2-2019","",""
708,"CALF Turnkey","Kildare","Bellingsfield, Naas, Kildare (Phase 1)*",10,"Respond","","","","","","Q4-2018"
709,"CALF Turnkey","Kildare","Carton Grove, Maynooth, Co. Kildare (Phase 1)*",5,"Clanmil Housing Association Ireland","","","","","","Q4-2018"
710,"CALF Turnkey","Kildare","Castle Farm, Naas, Co. Kildare (Phase 1)*",8,"T�ath Housing Association Ltd","","","","","","Q2-2019"
711,"CALF Turnkey","Kildare","Cathedral Apartments, Firecastle Lane, Kildare Town, Co. Kildare (Phase 1)*",17,"Cill Dara Housing Association","","","","","Q1-2018",""
712,"CALF Turnkey","Kildare","Elsmore, Jigginstown, Nass, Co. Kildare (Phase 1)*",8,"T�ath Housing Association Ltd","","","","","","Q4-2018"
713,"CALF Turnkey","Kildare","Elsmore, Jigginstown, Nass, Co. Kildare (Phase 2)*",3,"T�ath Housing Association Ltd","","","","","","Q3-2019"
714,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 1)",18,"T�ath Housing Association Ltd","","","","","","Q1-2019"
715,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 2)",6,"T�ath Housing Association Ltd","","","","","","Q1-2019"
716,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 3)",6,"T�ath Housing Association Ltd","","","","","","Q1-2019"
717,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 4)",6,"T�ath Housing Association Ltd","","","","","","Q2-2019"
718,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 5)",4,"T�ath Housing Association Ltd","","","","","","Q2-2019"
719,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 6)",5,"T�ath Housing Association Ltd","","","","","","Q3-2019"
720,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 7)*",9,"T�ath Housing Association Ltd","","","","","Q2-2018",""
721,"CALF Turnkey","Kildare","Fenton Green, Kilcock, Co Kildare  (Phase 8)",9,"T�ath Housing Association Ltd","","","","","Q2-2018",""
722,"CALF Turnkey","Kildare","Kilbelin Abbey, Newbridge, Co. Kildare (Phase 1)*",4,"Cluid Housing","","","","","Q2-2019",""
723,"CALF Turnkey","Kildare","Kilbelin Abbey, Newbridge, Co. Kildare (Phase 2)*",4,"Cluid Housing","","","","","Q2-2019",""
724,"CALF Turnkey","Kildare","Millfield Manor, Newbridge, Co. Kildare (Phase 1)*",19,"Cluid Housing","","","","","","Q3-2018"
725,"CALF Turnkey","Kildare","Morristown, Newbridge, Co Kildare (Phase 1)",14,"Cluid Housing","","","","","","Q1-2018"
726,"CALF Turnkey","Kildare","Morristown, Newbridge, Co. Kildare (Phase 1)*",4,"Cluid Housing","","","","","","Q2-2018"
727,"CALF Turnkey","Kildare","Oaktree, Tully Road, Kildare Town (Phase 1)*",10,"T�ath Housing Association Ltd","","","","","","Q2-2018"
728,"CALF Turnkey","Kildare","Oaktree, Tully Road, Kildare Town (Phase 2)*",7,"T�ath Housing Association Ltd","","","","","","Q3-2018"
729,"CALF Turnkey","Kildare","Revised Rye Abbey, Kilcock, Co Kildare (apts)\n (Phase 1)",33,"Cluid Housing","","","","","","Q2-2017"
730,"CALF Turnkey","Kildare","Roseberry Hill, Newbridge (Phase 1)",13,"T�ath Housing Association Ltd","","","","","","Q2-2017"
731,"CALF Turnkey","Kildare","Roseberry Hill, Newbridge (Phase 2)",16,"T�ath Housing Association Ltd","","","","","","Q4-2017"
732,"CALF Turnkey","Kildare","Roseberry Hill, Newbridge (Phase 3)",16,"T�ath Housing Association Ltd","","","","","","Q1-2018"
733,"CALF Turnkey","Kildare","Rye Abbey, Kilcock - revised (houses) (Phase 1)",4,"Cluid Housing","","","","","","Q2-2017"
734,"CALF Turnkey","Kildare","The Vestry, Glebelands, Athy, Co. Kildare (Phase 1)",18,"Respond","","","","","Q4-2018",""
735,"CALF Turnkey","Kildare","The Vestry, Glebelands, Athy, Co. Kildare (Phase 1)*",18,"Respond","","","","","Q3-2019",""
736,"CALF Turnkey","Kildare","The Vestry, Glebelands, Athy, Co. Kildare (Phase 2)",32,"Respond","","","","","Q4-2018",""
737,"CALF Turnkey","Kildare","White Oaks, Rickardstown, Newbridge, Co. Kildare (Phase 1)*",14,"Cluid Housing","","","","","","Q4-2018"
738,"CALF Turnkey","Kildare","White Oaks, Rickardstown, Newbridge, Co. Kildare (Phase 2)",24,"Cluid Housing","","","","","","Q4-2018"
739,"CALF Turnkey","Kildare","White Oaks, Rickardstown, Newbridge, Co. Kildare (Phase 3)",20,"Cluid Housing","","","","","","Q1-2019"
740,"CALF Turnkey","Kildare","White Oaks, Rickardstown, Newbridge, Co. Kildare (Phase 4)",2,"Cluid Housing","","","","","Q1-2018",""
741,"CAS CONSTRUCTION","Kildare","Craddockstown, Naas",3,"KARE Promoting Inclusion for People with Intellectual Disabilities","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
742,"CAS CONSTRUCTION","Kildare","Main St., Kilcullen",4,"Camphill Communities of Ireland","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
743,"CAS CONSTRUCTION","Kildare","El Kantara, Newbridge",2,"KARE Promoting Inclusion for People with Intellectual Disabilities","Stage 1 approved Q1-2016, outline design and costs being prepared.","","","","",""
744,"CAS CONSTRUCTION","Kildare","Jigginstown House, Naas",12,"Homeless Care Ltd","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
745,"PUBLIC PRIVATE PARTNERSHIP (Bundle 1)","Kildare","Craddockstown, Naas",74,"*N/A","","","","","Q1-2019",""
746,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Kildare","Butterstream, Clane",77,"*N/A","","","","Q2-2019","",""
747,"SHIP CONSTRUCTION","Kildare","Hillview Terrace, Narraghmore",4,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
748,"SHIP CONSTRUCTION","Kildare","Athgarvan Village",18,"*N/A","","","","","Q1-2019",""
749,"SHIP CONSTRUCTION","Kildare","Rathasker Road, Naas",48,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
750,"SHIP CONSTRUCTION","Kildare","Dunmurry Rise, Bishopsland",32,"*N/A","","","","","","Q3-2019"
751,"SHIP CONSTRUCTION","Kildare","Anne Street, Prosperous",12,"*N/A","","","","","Q1-2019",""
752,"SHIP CONSTRUCTION","Kildare","Beechgrove, Rathangan",18,"*N/A","","","","","Q4-2018",""
