"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
849,"CALF Turnkey","Laois","Droimnin, Stradbally, Co Laois  (Phase 1)",6,"Cluid Housing","","","","","","Q3-2018"
850,"CALF Turnkey","Laois","Lake Drive, Kilminchy, Co. Laois (Phase 1)",10,"Oaklee Housing","","","","","Q3-2019",""
851,"CALF Turnkey","Laois","Main Street, Stradbally, Co. Laois (Phase 1)",16,"North & East Housing Association Ltd","","","","","Q1-2019",""
852,"CALF Turnkey","Laois","Wilton Lawns, Portarlington, Co. Laois (Phase 1)",2,"Respond","","","","Q2-2019","",""
853,"CAS CONSTRUCTION","Laois","Presentation Convent & Lands, Portlaoise, ",47,"Sophia Housing Association Ltd","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
854,"SHIP CONSTRUCTION","Laois","Harpurs Lane, Portlaoise",1,"*N/A","","","","","Q1-2019",""
855,"SHIP CONSTRUCTION","Laois","Hillview, Portlaoise",2,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
856,"SHIP CONSTRUCTION","Laois","The Orchard, Stradbally",6,"*N/A","","","","Stage 4 approved Q4-2018, the scheme is fully approved.","",""
857,"SHIP CONSTRUCTION","Laois","Moore Street, Rathdowney",6,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
858,"SHIP CONSTRUCTION","Laois","Ballymorris Road, Portarlington",22,"*N/A","","","","","Q3-2019",""
859,"SHIP CONSTRUCTION","Laois","Gleann na Glaise, Ballyroan",10,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
860,"SHIP CONSTRUCTION","Laois","Pattison Est. Mountmellick",10,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
861,"SHIP CONSTRUCTION","Laois","Shannon Street, Mountrath",6,"*N/A","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
862,"SHIP CONSTRUCTION","Laois","Conniberry Way, Old Knockmay Road, Portlaoise",33,"*N/A","","","","","","Q2-2018"
863,"SHIP CONSTRUCTION","Laois","Harbour Court, Mountmellick",6,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
864,"SHIP CONSTRUCTION","Laois","Mooreville, Rathdowney",8,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
865,"SHIP CONSTRUCTION","Laois","Coolroe, Ballybrittas",1,"*N/A","Stage 1 approved Q4-2018, outline design and costs being prepared.","","","","",""
866,"SHIP CONSTRUCTION","Laois","Sean Doire, Cork Road, Durrow",22,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
867,"SHIP CONSTRUCTION","Laois","St Kieran's Park, Errill",14,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
868,"SHIP CONSTRUCTION","Laois","Clonrooske, Knockmay",11,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
869,"SHIP CONSTRUCTION","Laois","Carraig Glas, Stradbally",26,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
870,"CAS CONSTRUCTION","Leitrim","Ballinamore",2,"Society of Saint Vincent de Paul","","","","","","Q4-2017"
871,"SHIP CONSTRUCTION","Leitrim","Autumn View, Summerhill, Carrick on Shannon",27,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
872,"SHIP CONSTRUCTION","Leitrim","Taobh Tire, Manorhamilton (Phase 2)",7,"*N/A","","","","","","Q4-2018"
873,"SHIP CONSTRUCTION TURNKEY","Leitrim","Roosky",7,"*N/A","","","","","Q1-2019",""
874,"SHIP CONSTRUCTION TURNKEY","Leitrim","Drumshanbo",9,"*N/A","","","","","","Q3-2019"
875,"CALF Construction","Limerick","Hyde Road, Limerick City (Phase 1)",20,"Cluid Housing","","","","","","Q1-2018"
876,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 1)",2,"Respond","","","","","","Q4-2018"
877,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 2)",2,"Respond","","","","","","Q4-2018"
878,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 3)",2,"Respond","","","","","","Q4-2018"
879,"CALF Turnkey","Limerick","Cluain Ard, Fedamore, Co Limerick  (Phase 1)",2,"Co-operative Housing Ireland","","","","","","Q1-2018"
880,"CALF Turnkey","Limerick","Cluain Ard, Fedamore, Co Limerick  (Phase 2)",2,"Co-operative Housing Ireland","","","","","","Q3-2018"
881,"CALF Turnkey","Limerick","Drominbeg, Rhebogue, Limerick (Phase 1)",10,"Co-operative Housing Ireland","","","","Q2-2019","",""
882,"CALF Turnkey","Limerick","Drominbeg, Rhebogue, Limerick (Phase 2)",10,"Co-operative Housing Ireland","","","","Q2-2019","",""
883,"CALF Turnkey","Limerick","Revised - Ard Aulin, Mungret, Co Limerick (Phase 1)",7,"Cluid Housing","","","","","","Q2-2017"
884,"CAS CONSTRUCTION","Limerick","Towerfield Crescent, Croom",13,"Croom Voluntary Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
885,"CAS CONSTRUCTION","Limerick","Cappamore",10,"Cappamore Housing Association Ltd","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
886,"CAS CONSTRUCTION","Limerick","Speakers Corner, Limerick City",4,"Simon Community : Midwest Simon","","","","","","Q3-2018"
887,"CAS CONSTRUCTION","Limerick","Cuan Mhuire, Bruree",6,"Cuan Mhuire Teoranta","","","","","","Q3-2018"
888,"CAS CONSTRUCTION","Limerick","Mirth, Thomondgate",18,"Associated Charities Trust Ltd","Stage 1 approved Q3-2017, outline design and costs being prepared.","","","","",""
889,"CAS CONSTRUCTION","Limerick","Cois na Feile, Abbeyfeale ",12,"Cluid Housing Association","","","","","","Q4-2016"
890,"CAS CONSTRUCTION","Limerick","2/3 Mallow Street",6,"Peter McVerry Trust Ltd","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
891,"CAS CONSTRUCTION","Limerick","St. Pauls Convent, Kilfinane",9,"Sophia Housing Association Ltd","Stage 1 approved Q4-2018, outline design and costs being prepared.","","","","",""
892,"CAS CONSTRUCTION","Limerick","McGarry House, 7 Alphonsus Street",8,"Arlington Novas Ireland Ltd","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
893,"CAS CONSTRUCTION","Limerick","47 & 48 Main Street, Croom, Limerick",4,"Croom Voluntary Housing Association Ltd","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
894,"CAS CONSTRUCTION TURNKEY","Limerick","Carebright Community, Ardykeohane, Bruff",6,"Carebright Ltd","","","","","","Q1-2019"
895,"CAS CONSTRUCTION TURNKEY","Limerick","Barrack Mews, Brennan's Row, Cathedral Place",3,"Arlington Novas Ireland Ltd","","","","","Q3-2019",""
896,"CAS CONSTRUCTION TURNKEY","Limerick","Barrack Mews, Brennan's Row, Cathedral place",3,"Arlington Novas Ireland Ltd","","","","","Q3-2019",""
897,"REGENERATION","Limerick","Lord Edward Street, P2: Main Contract",79,"*N/A","","","","","","Q4-2017"
898,"REGENERATION","Limerick","Lord Edward Street, P2: Main Contract",2,"*N/A","","","","","","Q1-2017"
899,"REGENERATION","Limerick","Gaol Lane",1,"*N/A","","Stage 2 approved Q3-2016, full design/tender being prepared.","","","",""
900,"REGENERATION","Limerick","Sheep / Athlunkards Street",8,"T�ath Housing Association Ltd","","Stage 2 approved Q2-2014, full design/tender being prepared.","","","",""
901,"REGENERATION","Limerick","Churchfield",19,"*N/A","","","","","","Q1-2018"
902,"REGENERATION","Limerick","Churchfield (Phase 2)",38,"Cluid Housing Association","","Stage 2 approved Q4-2014, full design/tender being prepared.","","","",""
903,"REGENERATION","Limerick","Cosgrave Park",9,"Co-operative Housing Ireland (Formerly NABCo)","","","Stage 3 approved Q1-2018, the scheme is now approved to proceed to tender.","","",""
904,"REGENERATION","Limerick","Palm Close",27,"Cluid Housing Association","","Stage 2 approved Q3-2016, full design/tender being prepared.","","","",""
905,"REGENERATION","Limerick","Orchard Site",26,"Oaklee Housing Trust","","Stage 2 approved Q3-2017, full design/tender being prepared.","","","",""
906,"REGENERATION","Limerick","176 & 177 Cliona Park",2,"*N/A","","","","","","Q2-2016"
907,"REGENERATION","Limerick","Cliona Park (Phase 2)",10,"*N/A","","","","","","Q2-2017"
908,"REGENERATION","Limerick","8-10 Gaol Lane",3,"*N/A","","","","","","Q4-2016"
909,"REGENERATION","Limerick","1 3 Weston Gardens",3,"*N/A","","","","","","Q2-2016"
910,"REGENERATION","Limerick","2016 Moyross Rebuild",6,"*N/A","","","","","","Q4-2016"
911,"REGENERATION","Limerick","2016 Southhill Rebuild",8,"*N/A","","","","","","Q4-2016"
912,"REGENERATION","Limerick","2016 St. Mary's Park Rebuild",9,"*N/A","","","","","","Q4-2016"
913,"REGENERATION","Limerick","BCW Vacant Refurbs, Lot 1 & 2**",14,"*N/A","","","","","","Q4-2016"
914,"REGENERATION","Limerick","St. Mary's Park Infills",15,"*N/A","","","","","","Q4-2018"
915,"REGENERATION","Limerick","Cliona Park (Phase 3)",18,"T�ath Housing Association Ltd","","Stage 2 approved Q3-2016, full design/tender being prepared.","","","",""
916,"REGENERATION","Limerick","45A-46A Cliona Park",2,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
917,"REGENERATION","Limerick","Dalgaish Park",27,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
918,"REGENERATION","Limerick","2017 St Mary's Park Rebuild",1,"*N/A","","","","","","Q4-2017"
919,"REGENERATION","Limerick","2017 Ballinacurra Weston Rebuild",1,"*N/A","","","","","","Q4-2017"
920,"REGENERATION","Limerick","2017 Southill Rebuilds",13,"*N/A","","","","","","Q4-2017"
921,"REGENERATION","Limerick","2017 Moyross Rebuild",1,"*N/A","","","","","","Q4-2017"
922,"REGENERATION","Limerick","Churchfield (Phase 1.1)",23,"*N/A","","","","","","Q2-2018"
923,"REGENERATION","Limerick","St. Mary's Park Infills (Phase 2)",4,"*N/A","","","","","","Q1-2019"
924,"SHIP CONSTRUCTION","Limerick","Patrick�s Villas, Castleconnell",4,"*N/A","","","","","Q3-2019",""
925,"SHIP CONSTRUCTION","Limerick","Ballysimon, Greenhill Road ",14,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
926,"SHIP CONSTRUCTION","Limerick","Gough Place, Rosbrien Road, Limerick",17,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
927,"SHIP CONSTRUCTION","Limerick","1-12 Burke Avenue, Limerick City",12,"*N/A","","","","","Q1-2019",""
928,"SHIP CONSTRUCTION","Limerick","Fannings Corner, Limerick City",3,"*N/A","","","","","Q2-2019",""
929,"SHIP CONSTRUCTION","Limerick","Joseph Street, Limerick City",2,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
930,"SHIP CONSTRUCTION","Limerick","Wallers Well, Limerick City (Phase 2)",13,"*N/A","","","","","Q2-2019",""
931,"SHIP CONSTRUCTION","Limerick","Clonmacken, Limerick City",43,"*N/A","","","","","Q3-2019",""
932,"SHIP CONSTRUCTION","Limerick","Deerpark, Adare",30,"*N/A","Stage 1 approved Q2-2015, outline design and costs being prepared.","","","","",""
933,"SHIP CONSTRUCTION","Limerick","Glenview Drive, Hospital",20,"*N/A","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
934,"SHIP CONSTRUCTION","Limerick","Clare Street, Limerick City",7,"*N/A","","Stage 2 approved Q3-2017, full design/tender being prepared.","","","",""
935,"SHIP CONSTRUCTION","Limerick","Hasset Villas, Thomondgate",3,"*N/A","","","","","","Q4-2018"
936,"SHIP CONSTRUCTION","Limerick","Kilmurry Court, Garryowen",7,"*N/A","","","","","Q3-2018",""
937,"SHIP CONSTRUCTION","Limerick","Rathbane Road, Limerick City",2,"*N/A","","","","","","Q1-2019"
938,"SHIP CONSTRUCTION","Limerick","Sycamore Avenue, Limerick City",5,"*N/A","","","","","","Q3-2019"
939,"SHIP CONSTRUCTION","Limerick","Lower Carey's Road, Limerick City",11,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
940,"SHIP CONSTRUCTION","Limerick","Kileely Road, Moyross",5,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
941,"SHIP CONSTRUCTION","Limerick","Clare Street, Limerick City",2,"*N/A","","","","","","Q4-2017"
942,"SHIP CONSTRUCTION","Limerick","Knocklong",12,"*N/A","Stage 1 approved Q4-2017, outline design and costs being prepared.","","","","",""
943,"SHIP CONSTRUCTION","Limerick","Convent Street, King's Island",2,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
944,"SHIP CONSTRUCTION","Limerick","Colbert Terrace, Abbeyfeale",3,"*N/A","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
945,"SHIP CONSTRUCTION","Limerick","Towerfield Crescent, Croom",3,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
946,"SHIP CONSTRUCTION","Limerick","Ballygrennan Road, Limerick City",2,"*N/A","","","","","","Q4-2017"
947,"SHIP CONSTRUCTION RAPID","Limerick","Faha View, Patrickswell",16,"*N/A","","","","","Q4-2018",""
948,"SHIP CONSTRUCTION RAPID","Limerick","Old Christians Site, Rathbane",43,"*N/A","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
949,"SHIP CONSTRUCTION RAPID","Limerick","Barnakyle, Patrickswell (Site 2)",24,"*N/A","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
950,"SHIP CONSTRUCTION TURNKEY","Limerick","Woodlawn Park, Ballysimon Road, Limerick",9,"*N/A","","","","","Q1-2019",""
951,"SHIP CONSTRUCTION TURNKEY","Limerick","Woodlawn Park (Phase 2), Ballysimon Road, ",1,"*N/A","","","","","Q1-2019",""
952,"CALF Construction","Longford","Colmcille Terrace, Granard, Co. Longford. (Phase 1)",21,"T�ath Housing Association Ltd","","","","Q2-2018","",""
953,"CALF Turnkey","Longford","Cartrun Breac, Lisbrack Rd, Longford (Phase 1)",7,"Cluid Housing","","","","","","Q1-2017"
954,"SHIP CONSTRUCTION","Longford","Rathcline Road, Lanesborough",4,"*N/A","","","","","","Q3-2019"
955,"SHIP CONSTRUCTION","Longford","Edgeworthstown Road, Ballymahon",4,"*N/A","","","","","","Q1-2018"
956,"SHIP CONSTRUCTION","Longford","Daroge, Ballymahon",1,"*N/A","","","","","Q3-2019",""
957,"SHIP CONSTRUCTION","Longford","'Rose Cottage', Ballinalee",6,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
958,"SHIP CONSTRUCTION","Longford","St.Rita's, Park Road, Longford",8,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
959,"SHIP CONSTRUCTION","Longford","Fairgreen View, Longford Town",1,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
960,"SHIP CONSTRUCTION","Longford","Cranleymore, Abbeylara",3,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
961,"SHIP CONSTRUCTION","Longford","Cloonahard",1,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
962,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",14,"*N/A","","","","","","Q4-2017"
963,"SHIP CONSTRUCTION TURNKEY","Longford","Knock, Lanesborough",4,"*N/A","","","","","","Q3-2018"
964,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish (Phase 2)",2,"*N/A","","","","","","Q1-2018"
965,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck",7,"*N/A","","","","","","Q4-2018"
966,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 2)",4,"*N/A","","","","","","Q3-2019"
967,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 3)",6,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
968,"SHIP CONSTRUCTION TURNKEY","Longford","Rock View, Cloondara",5,"*N/A","","","","","","Q4-2018"
969,"SHIP CONSTRUCTION TURNKEY","Longford","Greville Court, Granard",14,"*N/A","","","","","Q3-2018",""
970,"SHIP CONSTRUCTION TURNKEY","Longford","Knock, Lanesborough (Phase 2)",29,"*N/A","","","","","","Q4-2018"
971,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",2,"*N/A","","","","","Q1-2019",""
972,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard",4,"*N/A","","","","","","Q3-2019"
973,"SHIP CONSTRUCTION TURNKEY","Longford","Church Street, Edgeworthstown",5,"*N/A","","","","","Q1-2019",""
974,"SHIP CONSTRUCTION TURNKEY","Longford","Smithfield, Legan",18,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
975,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",4,"*N/A","","","","","Q2-2019",""
976,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",4,"*N/A","","","","","","Q2-2019"
977,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard (Phase 4)",6,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
978,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard (Phase 2)",4,"*N/A","","","","","","Q2-2019"
979,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish (Phase 3)",4,"*N/A","","","","","","Q3-2019"
980,"SHIP CONSTRUCTION TURNKEY","Longford"," Abhainn Glas, Edgeworthstown",4,"*N/A","","","","","Q3-2019",""
981,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard(Phase 3)",4,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
982,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",2,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
983,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard",7,"*N/A","","","","","Q1-2019",""
984,"CALF Construction","Louth","Bishops Court, Dundalk, Co Louth  (Phase 1)",2,"T�ath Housing Association Ltd","","","","","Q4-2018",""
985,"CALF Construction","Louth","Fire Station Site, Scarlett St, Drogheda (Phase 1)",15,"North & East Housing Association Ltd","","","","","Q2-2018",""
986,"CALF Construction","Louth","Post Tender - Clos na Manach, Carlingford, Co Louth (Phase 1)",10,"T�ath Housing Association Ltd","","","","","","Q2-2018"
987,"CALF Construction","Louth","Slieve Row Crescent, Dundalk (Phase 1)",1,"Cluid Housing","","","","","","Q2-2016"
988,"CALF Turnkey","Louth","2 units An Rian, Termonfeckin Rd., Drogheda, Co. Louth (Phase 1)",2,"North & East Housing Association Ltd","","","","","","Q2-2019"
989,"CALF Turnkey","Louth","Aston Village, Drogheda (Phase 1)*",8,"Respond","","","","","","Q3-2018"
990,"CALF Turnkey","Louth","Castle Court, Castlebellingham, Louth (Phase 1)",4,"Cluid Housing","","","","","","Q1-2017"
991,"CALF Turnkey","Louth","Castle Court, Castlebellingham, Louth (Phase 2)",10,"Cluid Housing","","","","","","Q1-2017"
992,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 1)",9,"T�ath Housing Association Ltd","","","","","","Q1-2018"
993,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 2)*",20,"T�ath Housing Association Ltd","","","","","","Q1-2018"
994,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 3)",8,"T�ath Housing Association Ltd","","","","","","Q3-2018"
995,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 4)",15,"T�ath Housing Association Ltd","","","","","","Q3-2018"
996,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 5)",6,"T�ath Housing Association Ltd","","","","","","Q4-2018"
997,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 6)*",22,"T�ath Housing Association Ltd","","","","","","Q4-2018"
998,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 7)",22,"T�ath Housing Association Ltd","","","","","","Q2-2019"
999,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 1)*",13,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1000,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 2)",8,"T�ath Housing Association Ltd","","","","","","Q1-2019"
1001,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 3)",7,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1002,"CALF Turnkey","Louth","Coulter Place Armagh Road (Phase 1)",10,"Cluid Housing","","","","","","Q1-2017"
1003,"CALF Turnkey","Louth","Coulter Place Armagh Road (Phase 2)",12,"Cluid Housing","","","","","","Q3-2017"
1004,"CALF Turnkey","Louth","Dowdallshill, Dundalk, Co. Louth (Phase 1)",13,"North & East Housing Association Ltd","","","","","Q3-2018",""
1005,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth (Phase 1)*",14,"Respond","","","","","","Q1-2019"
1006,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth (Phase 2)*",17,"Respond","","","","","Q3-2017",""
1007,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 1)*",11,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1008,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 2)*",14,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1009,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 3)*",15,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1010,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 4)*",47,"T�ath Housing Association Ltd","","","","","","Q3-2019"
1011,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 5)*",25,"T�ath Housing Association Ltd","","","","","Q2-2018",""
1012,"CALF Turnkey","Louth","Harbour Grove, Dundalk, Co. Louth (Phase 1)",8,"North & East Housing Association Ltd","","","","","Q3-2018",""
1013,"CALF Turnkey","Louth","Knock Shee, Old Golf Links Road, Blackrock, Co Louth  (Phase 1)",3,"Cluid Housing","","","","","","Q4-2017"
1014,"CALF Turnkey","Louth","Liscorrie, Bog Lane, Drogheda (Phase 1)",41,"T�ath Housing Association Ltd","","","","","","Q4-2017"
1015,"CALF Turnkey","Louth","Mount Hamilton, Dundalk, Co. Louth (Phase 1)",20,"Cluid Housing","","","","","Q4-2018",""
1016,"CALF Turnkey","Louth","Racecourse Meadows, Dundalk, Co. Louth - Clanmil (Phase 1)",20,"Clanmil Housing Association Ireland","","","","","Q1-2019",""
1017,"CALF Turnkey","Louth","Racecourse Meadows, Dundalk, Co. Louth - Clanmil (Phase 2)*",25,"Clanmil Housing Association Ireland","","","","","Q1-2019",""
1018,"CALF Turnkey","Louth","Rath na Gloine, Commons Road, Louth (Phase 1)",3,"Cluid Housing","","","","","","Q3-2016"
1019,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 1)",3,"North & East Housing Association Ltd","","","","","","Q4-2018"
1020,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 2)",6,"North & East Housing Association Ltd","","","","","","Q2-2019"
1021,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 3)",3,"North & East Housing Association Ltd","","","","","","Q3-2019"
1022,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 4)",14,"North & East Housing Association Ltd","","","","","","Q3-2019"
1023,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 5)",28,"North & East Housing Association Ltd","","","","","Q4-2017",""
1024,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 1)",4,"T�ath Housing Association Ltd","","","","","","Q2-2018"
1025,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 2)",6,"T�ath Housing Association Ltd","","","","","","Q3-2018"
1026,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 3)",4,"T�ath Housing Association Ltd","","","","","","Q3-2018"
1027,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 4)",15,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1028,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 5)",6,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1029,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 6)",16,"T�ath Housing Association Ltd","","","","","Q4-2017",""
1030,"CALF Turnkey","Louth","Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 1)",12,"Cluid Housing","","","","","","Q4-2017"
1031,"CALF Turnkey","Louth","Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 2)",15,"Cluid Housing","","","","","","Q3-2019"
1032,"CALF Turnkey","Louth","Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 3)",16,"Cluid Housing","","","","","Q1-2017",""
1033,"CALF Turnkey","Louth","Termon River, Baltray Road, Termonfeckin, Co. Louth (Phase 1)",1,"North & East Housing Association Ltd","","","","","Q1-2018",""
1034,"CALF Turnkey","Louth","Termon River, Baltray Road, Termonfeckin, Drogheda, Co.Louth (Phase 1)*",1,"North & East Housing Association Ltd","","","","","Q1-2018",""
1035,"CAS CONSTRUCTION","Louth","5 Slieveroe Cresent, Dundalk",1,"Cluid Housing Association","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
1036,"CAS CONSTRUCTION","Louth","Castletowncooley, Riverstown, Dundalk",1,"T�ath Housing Association Ltd","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
1037,"CAS CONSTRUCTION","Louth","Barrack Street, Dundalk",21,"Simon Community : Dundalk Simon","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
1038,"CAS CONSTRUCTION","Louth","Saltown, Dundalk",7,"North ? East Housing Association Ltd","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
1039,"CAS CONSTRUCTION","Louth","McArdle Green (Moneymore), Drogheda",1,"North ? East Housing Association Ltd","","","","","","Q4-2018"
1040,"CAS CONSTRUCTION","Louth","Tierney Street, Ardee",7,"Oaklee Housing Trust","","","Stage 3 approved Q1-2018, the scheme is now approved to proceed to tender.","","",""
1041,"CAS CONSTRUCTION","Louth","Tredagh View, Drogheda",1,"Respond","","","","","","Q1-2017"
1042,"CAS CONSTRUCTION","Louth","36 Strand Hill, Clogherhead",4,"St. John of God Housing Association Ltd","Stage 1 approved Q2-2017, outline design and costs being prepared.","","","","",""
1043,"CAS CONSTRUCTION","Louth","Coulter Park, Dundalk",7,"T�ath Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1044,"CAS CONSTRUCTION","Louth","Four Winds, Mullacapple, Collon",1,"St. John of God Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
