"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
1521,"SHIP CONSTRUCTION","Sligo","Fr. Flanagan Terrace",14,"*N/A","","","","","","Q3-2018"
1522,"SHIP CONSTRUCTION","Sligo","Daghloonagh, Keash - SRD",1,"*N/A","","","","","","Q4-2016"
1523,"SHIP CONSTRUCTION","Sligo","Collooney",18,"*N/A","","","","","","Q4-2019"
1524,"SHIP CONSTRUCTION","Sligo","Fr. Flanagan Terrace",8,"*N/A","","","","","","Q4-2017"
1525,"SHIP CONSTRUCTION","Sligo","Connolly Park, Tubbercurry",10,"*N/A","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
1526,"SHIP CONSTRUCTION","Sligo","Dromore West",10,"*N/A","","","","","Q4-2019",""
1527,"SHIP CONSTRUCTION","Sligo","House at Ballinode",1,"*N/A","","","","","","Q4-2018"
1528,"SHIP CONSTRUCTION","Sligo","SRD ar Crowagh, Dromore West",1,"*N/A","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
1529,"SHIP CONSTRUCTION","Sligo","Rosses Point",14,"*N/A","","","","","","Q4-2019"
1530,"SHIP CONSTRUCTION","Sligo","St. Joseph's Terrace, Sligo",1,"*N/A","","","","","","Q4-2019"
1531,"SHIP CONSTRUCTION TURNKEY","Sligo","Fairgreen Square, Ballisodare",2,"*N/A","","","","","","Q4-2019"
1532,"SHIP CONSTRUCTION RAPID","South Dublin","St Cuthbert's, Clondalkin (Phase 1)",63,"*N/A","","","","","","Q3-2019"
1533,"SHIP CONSTRUCTION RAPID","South Dublin","St. Aidan's Brookfield, Tallaght",47,"*N/A","","","","","","Q2-2018"
1534,"SHIP CONSTRUCTION RAPID","South Dublin","Riversdale, Clondalkin, Dublin 22",43,"*N/A","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
1535,"SHIP CONSTRUCTION RAPID","South Dublin","Killininny Road, Firhouse (Old Mill, Old Bawn)",24,"*N/A","","","","","","Q4-2018"
1536,"CALF Construction","South Dublin","Fernwood Green and Maplewood Heights, Tallaght, Dublin  (Phase 1)",40,"Cluid Housing","","","","Q4-2019","",""
1537,"CALF Construction","South Dublin","St. Catherines, Killinarden, Tallaght, Dublin 24 (Phase 1)",2,"Sophia Housing Association Ltd","","","","Q2-2019","",""
1538,"CALF Construction","South Dublin","Whitestown Way, Tallaght, Dublin 24 (Phase 1)",81,"Cluid Housing","","","","Q1-2019","",""
1539,"CALF Turnkey","South Dublin","2 properties Tullyhall, Lucan, County Dublin (Phase 1)*",2,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1540,"CALF Turnkey","South Dublin","6 units Elder Heath, Kiltipper Road, Tallaght, Dublin 24 (Phase 1)*",6,"Cluid Housing","","","","","","Q4-2019"
1541,"CALF Turnkey","South Dublin","Ballynakelly, Newcastle, Co. Dublin (Phase 1)",6,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1542,"CALF Turnkey","South Dublin","Ardsolus, Old Naas Road, Dublin 22 (Phase 1)",10,"Respond","","","","","","Q3-2019"
1543,"CALF Turnkey","South Dublin","Ballynakelly, Newcastle, Co. Dublin (Phase 2)",4,"T�ath Housing Association Ltd","","","","","","Q1-2019"
1544,"CALF Turnkey","South Dublin","Broadfield Grove, Rathcoole, Co. Dublin (Phase 1)*",14,"Oaklee Housing","","","","","","Q3-2017"
1545,"CALF Turnkey","South Dublin","Burgage Gardens, Newcastle, Co. Dublin (Phase 1)*",4,"Respond","","","","","Q3-2019",""
1546,"CALF Turnkey","South Dublin","Cloverhill Road, Raheen, Clondalkin, Dublin 22 (Phase 1)",16,"T�ath Housing Association Ltd","","","","","Q3-2019",""
1547,"CALF Turnkey","South Dublin","Cloverhill Road, Raheen, Clondalkin, Dublin 22 (Phase 2)",12,"T�ath Housing Association Ltd","","","","","Q3-2019",""
1548,"CALF Turnkey","South Dublin","Cloverhill Road, Raheen, Clondalkin, Dublin 22 (Phase 3)",14,"T�ath Housing Association Ltd","","","","","Q3-2019",""
1549,"CALF Turnkey","South Dublin","Cloverhill Road, Raheen, Clondalkin, Dublin 22 (Phase 4)",15,"T�ath Housing Association Ltd","","","","","Q3-2019",""
1550,"CALF Turnkey","South Dublin","Cloverhill Road, Raheen, Clondalkin, Dublin 22 (Phase 5)",6,"T�ath Housing Association Ltd","","","","","Q3-2019",""
1551,"CALF Turnkey","South Dublin","Cloverhill Road, Raheen, Clondalkin, Dublin 22 (Phase 6)*",20,"T�ath Housing Association Ltd","","","","","Q3-2019",""
1552,"CALF Turnkey","South Dublin","Cuil Duin Green, Cuil Duin, Citywest, Dublin 24 (Phase 1)*",24,"Fold Housing Association Ireland Ltd","","","","","Q4-2018",""
1553,"CALF Turnkey","South Dublin","Balrothery, Castletymon Road, Dublin Road (Phase 1)*",13,"Cluid Housing","","","","","","Q4-2019"
1554,"CALF Turnkey","South Dublin","Dodderbrook (Apartments), Oldcourt Road, Ballycullen, Dublin 24 (Phase 1)*",6,"Cluid Housing","","","","","","Q1-2018"
1555,"CALF Turnkey","South Dublin","Dodderbrook (Houses), Oldcourt Road, Ballycullen, Dublin 24 (Phase 1)*",8,"Cluid Housing","","","","","","Q1-2018"
1556,"CALF Turnkey","South Dublin","De Selby Lawns, Heights, Dublin 24 (Phase 1)",9,"T�ath Housing Association Ltd","","","","","","Q4-2019"
1557,"CALF Turnkey","South Dublin","Dodderbrook, Old Court Rd, Ballycullen, Dublin 24 (Phase 2)*",9,"Cluid Housing","","","","","Q1-2019",""
1558,"CALF Turnkey","South Dublin","Dodderbrook, Oldcourt Road, Ballycllen, Dublin 24 (Phase 1)*",4,"Cluid Housing","","","","","","Q3-2018"
1559,"CALF Turnkey","South Dublin","Dodderbrook, Old Court Rd, Ballycullen, Dublin 24 (Phase 1)*",4,"Cluid Housing","","","","","","Q4-2019"
1560,"CALF Turnkey","South Dublin","Elder Heath, Kiltipper Road, Tallaght, Dublin 24  (Phase 1)*",18,"Cluid Housing","","","","","","Q1-2018"
1561,"CALF Turnkey","South Dublin","Elder Heath, Kiltipper Road, Tallaght, Dublin 24  (Phase 2)*",10,"Cluid Housing","","","","","","Q2-2018"
1562,"CALF Turnkey","South Dublin","Finnstown, Lucan, Co. Dublin (Phase 1)*",94,"Respond","","","","","Q4-2018",""
1563,"CALF Turnkey","South Dublin","Green Lane, Rathcoole, Co. Dublin (Phase 1)*",12,"T�ath Housing Association Ltd","","","","","Q2-2019",""
1564,"CALF Turnkey","South Dublin","Green Lane, Rathcoole, Co. Dublin (Phase 2)*",9,"T�ath Housing Association Ltd","","","","","Q2-2019",""
1565,"CALF Turnkey","South Dublin","Kingswood, Old Ballymount Road, Tallaght, Dublin 24 (Phase 1)*",24,"Respond","","","","","Q4-2018",""
1566,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Apartments (Phase 1)*",13,"Cluid Housing","","","","","","Q2-2018"
1567,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Apartments (Phase 2)",12,"Cluid Housing","","","","","","Q4-2018"
1568,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Houses (Phase 1)",25,"Cluid Housing","","","","","","Q1-2017"
1569,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Houses (Phase 2)",15,"Cluid Housing","","","","","","Q3-2017"
1570,"CALF Turnkey","South Dublin","Millford Manor, Cloverhill Road, Clondalkin, Dublin 22 (Phase 1)*",2,"Cluid Housing","","","","","","Q4-2018"
1571,"CALF Turnkey","South Dublin","New Bancroft, Tallaght, Dublin 24 (Phase 1)*",16,"Cluid Housing","","","","","","Q3-2017"
1572,"CALF Turnkey","South Dublin","Palmerstown Avenue, Dublin 20 (Phase 1)",7,"Respond","","","","","Q2-2019",""
1573,"CALF Turnkey","South Dublin","Palmerstown Way, Clondalkin, Dublin 22 (Phase 1)*",6,"T�ath Housing Association Ltd","","","","","","Q3-2018"
1574,"CALF Turnkey","South Dublin","Edenbrook, Citywest, Dublin 24 (Phase 1)",17,"T�ath Housing Association Ltd","","","","","","Q4-2019"
1575,"CALF Turnkey","South Dublin","Scholarstown Wood (Apartments), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 1)*",6,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2018"
1576,"CALF Turnkey","South Dublin","Scholarstown Wood (Houses), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 1)*",3,"Circle Voluntary Housing Association Ltd","","","","","","Q4-2017"
1577,"CALF Turnkey","South Dublin","Scholarstown Wood (Houses), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 2)*",4,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2018"
1578,"CALF Turnkey","South Dublin","Raheen House, Old Nangor Road, Clondalkin, Dublin 22 (Phase 1)",9,"Circle Voluntary Housing Association Ltd","","","","","","Q4-2019"
1579,"CALF Turnkey","South Dublin","Rathmill Meadows and Green, Rathcoole, Co. Dublin (Phase 1)*",11,"Oaklee Housing","","","","","","Q4-2019"
1580,"CALF Turnkey","South Dublin","South Castle, Newcastle, Co. Dublin (Phase 2)",26,"Respond","","","","","Q3-2019",""
1581,"CALF Turnkey","South Dublin","Scholarstown Wood (Houses), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 3)*",1,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2019"
1582,"CALF Turnkey","South Dublin","Station Road, Clondalkin, Co. Dublin (Phase 1)",5,"Respond","","","","","","Q3-2017"
1583,"CALF Turnkey","South Dublin","Temple Court, Temple Woods, Greenhills Road, Dublin 12 (Phase 1)*",6,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1584,"CALF Turnkey","South Dublin","The Mews, Citywest Village, Citywest, Dublin 24 (Phase 1)*",22,"Fold Housing Association Ireland Ltd","","","","","Q3-2019",""
1585,"CALF Turnkey","South Dublin","Shackleton Park, Lucan, Co. Dublin (Phase 1)*",8,"Cluid Housing","","","","","","Q2-2019"
1586,"CALF Turnkey","South Dublin","Tullyhall, Lucan, Co Dublin (Phase 1)*",2,"T�ath Housing Association Ltd","","","","","","Q3-2017"
1587,"CALF Turnkey","South Dublin","Tullyhall, Lucan, Co Dublin (Phase 2)*",2,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1588,"CALF Turnkey","South Dublin","Westpark, Garters Lane, Saggert, Co Dublin  (Phase 1)",28,"Cluid Housing","","","","","","Q4-2018"
1589,"CALF Turnkey","South Dublin","Somerton, Lucan, Co. Dublin (Phase 1)*",32,"Respond","","","","","","Q4-2019"
1590,"CALF Turnkey","South Dublin","South Castle, Newcastle, Co. Dublin (Phase 1)",10,"Respond","","","","","","Q4-2019"
1591,"CALF Turnkey","South Dublin","Wilkins View, Greenhills, Dublin 12 (Phase 1)*",3,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2018"
1592,"CALF Turnkey","South Dublin","St. Johns, Firhouse, Dublin 24 (Phase 1)*",10,"Respond","","","","","","Q4-2019"
1593,"CALF Turnkey","South Dublin","Stone Masons Court, Fortunestown Lane, Citywest Dublin (Phase 1)*",12,"Cluid Housing","","","","","","Q2-2019"
1594,"CALF Turnkey","South Dublin","The Rise, Citywest Village, Citywest, Dublin 24 (Phase 1)*",13,"Fold Housing Association Ireland Ltd","","","","","","Q4-2019"
1595,"CALF Turnkey","South Dublin","Westpark, Garters Lane, Saggert, Co Dublin  (Phase 2)",28,"Cluid Housing","","","","","","Q2-2019"
1596,"CALF Turnkey","South Dublin","Westpark, Garters Lane, Saggert, Co Dublin  (Phase 3)",28,"Cluid Housing","","","","","","Q4-2019"
1597,"CALF Turnkey","South Dublin","Wilkins Court, Limekiln Lane, Dublin 12 (Phase 1)*",6,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2019"
1598,"CAS CONSTRUCTION","South Dublin","Collinstown Grove, Clondalkin",4,"T�ath Housing Association Ltd","","","","","Q1-2019",""
1599,"CAS CONSTRUCTION","South Dublin","Old Nangor Road, Clondalkin",10,"Simon Community : Dublin Simon","","","","","Q4-2019",""
1600,"PUBLIC PRIVATE PARTNERSHIP (Bundle 1)","South Dublin","Corkage Grange (part of Kilcarbery)",109,"*N/A","","","","","Q1-2019",""
1601,"SHIP CONSTRUCTION","South Dublin","Killinarden, Tallaght (Phase 2)",9,"*N/A","","","","","","Q1-2019"
1602,"SHIP CONSTRUCTION","South Dublin","Owendoher, Ballyboden,  Rathfarnham",40,"*N/A","","","","","","Q1-2019"
1603,"SHIP CONSTRUCTION RAPID","South Dublin","St. Aidan's Brookfield, Tallaght (Phase 2)",22,"*N/A","","","","","","Q3-2018"
1604,"SHIP CONSTRUCTION RAPID","South Dublin","St. Aidan's Brookfield, Tallaght (Sheehy Skeffington)",21,"*N/A","","","","","","Q4-2018"
1605,"SHIP CONSTRUCTION","South Dublin","Killinarden, Tallaght",17,"*N/A","","","","","","Q4-2018"
1606,"SHIP CONSTRUCTION","South Dublin","Letts Field, Neilstown, Clondalkin",37,"*N/A","","","","","","Q4-2018"
1607,"SHIP CONSTRUCTION","South Dublin","Dromcarra, Tallaght",14,"*N/A","","","","","","Q4-2018"
1608,"SHIP CONSTRUCTION","South Dublin","Fortunestown (MacUilliam)",28,"*N/A","","","","","","Q4-2018"
1609,"SHIP CONSTRUCTION","South Dublin","Mayfield Estate, Clondalkin",17,"*N/A","","","","","","Q2-2018"
1610,"SHIP CONSTRUCTION","South Dublin","St Marks Green, Clondalkin",11,"*N/A","","","","","","Q3-2018"
1611,"SHIP CONSTRUCTION","South Dublin","St. Marks Avenue, Clondalkin",41,"*N/A","","Stage 2 approved Q4-2019, full design/tender being prepared.","","","",""
1612,"SHIP CONSTRUCTION","South Dublin","St Finians",2,"*N/A","","","","","","Q3-2016"
1613,"SHIP CONSTRUCTION","South Dublin","Suncroft, Tallaght",10,"*N/A","","","","","","Q4-2016"
1614,"SHIP CONSTRUCTION","South Dublin","Belgard Road",3,"*N/A","","","","","","Q1-2016"
1615,"SHIP CONSTRUCTION","South Dublin","St. Catherine�s, Knockmore Avenue, Killinarden, Tallaght",12,"*N/A","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
1616,"SHIP CONSTRUCTION","South Dublin","Homeville, Knocklyon, Dublin 16",16,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
1617,"SHIP CONSTRUCTION","South Dublin","Nangor Road, Clondalkin, Dublin 22",93,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1618,"SHIP CONSTRUCTION TURNKEY","South Dublin","Gandon Park, Adamstown, Lucan",12,"*N/A","","","","","","Q4-2019"
1619,"SHIP CONSTRUCTION TURNKEY","South Dublin","Shackleton Park / Gandon Park, Adamstown",22,"*N/A","","","","","","Q4-2019"
1620,"SHIP CONSTRUCTION TURNKEY","South Dublin","Ardsolus, Kingswood, Dublin 24",2,"*N/A","","","","","","Q4-2018"
1621,"SHIP CONSTRUCTION TURNKEY","South Dublin","White Pines, Stocking Avenue, Rathfarnham, Dublin 16",26,"*N/A","","","","","","Q4-2018"
1622,"SHIP CONSTRUCTION RAPID","South Dublin","Riverside Cottages, Templeogue",11,"*N/A","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
1623,"CALF Turnkey","Tipperary","An Duiche, Tipperary Town, Co. Tipperary (Phase 1)",41,"Respond","","","","","","Q4-2019"
1624,"CALF Turnkey","Tipperary","Ashbury, Roscrea, Co Tipperary (Phase 1)",12,"Cluid Housing","","","","","","Q2-2017"
1625,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co Tipperary  (Phase 1)",9,"Co-operative Housing Ireland","","","","","","Q4-2018"
1626,"CALF Turnkey","Tipperary","An Duiche, Tipperary Town, Co. Tipperary (Phase 2)",2,"Respond","","","","","","Q4-2019"
1627,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co. Tipperary (Phase 2)",7,"Co-operative Housing Ireland","","","","","Q1-2019",""
1628,"CALF Turnkey","Tipperary","Mill Street, Carrick on Suir, Co. Tipperary (Phase 1)",22,"T�ath Housing Association Ltd","","","","","Q4-2018",""
1629,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co. Tipperary (Phase 1)",10,"Co-operative Housing Ireland","","","","","","Q4-2019"
1630,"CAS CONSTRUCTION","Tipperary","Ballinagrana, Carrick on Suir",3,"Camphill Communities of Ireland","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1631,"CAS CONSTRUCTION","Tipperary","Castle Street, Carrick on Suir",1,"Camphill Communities of Ireland","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1632,"CAS CONSTRUCTION","Tipperary","The Strand, Carrick on Suir",3,"Camphill Communities of Ireland","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1633,"CAS CONSTRUCTION","Tipperary","Glenconnor Road, Clonmel",9,"Cluid Housing Association","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
1634,"CAS CONSTRUCTION","Tipperary","Stanwix House, Kickham Street, Thurles",19,"Thurles Lions Trust Housing Assoc.","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
1635,"CAS CONSTRUCTION TURNKEY","Tipperary","Monastery Close, Templemore Road, Thurles",15,"Thurles Lions Trust Housing Assoc.","","","","","","Q2-2019"
1636,"SHIP CONSTRUCTION","Tipperary","Ard na Greine, Clonmel",2,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
1637,"SHIP CONSTRUCTION","Tipperary","Knockanrawley",28,"*N/A","","","","","Q4-2019",""
1638,"SHIP CONSTRUCTION","Tipperary","Mill Road, Thurles",28,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
1639,"SHIP CONSTRUCTION","Tipperary","Mulkear View, Newport",11,"*N/A","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
1640,"SHIP CONSTRUCTION","Tipperary","Treacy Park, Carrick on Suir",1,"*N/A","","","","","","Q3-2018"
1641,"SHIP CONSTRUCTION","Tipperary","Templetouhy",10,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1642,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",12,"*N/A","Stage 1 approved Q1-2016, outline design and costs being prepared.","","","","",""
1643,"SHIP CONSTRUCTION","Tipperary","Abbey Street, Cahir",10,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
1644,"SHIP CONSTRUCTION","Tipperary","Borrisokane",16,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
1645,"SHIP CONSTRUCTION","Tipperary","Portroe, Nenagh",14,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
1646,"SHIP CONSTRUCTION","Tipperary","Cloughjordan",2,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1647,"SHIP CONSTRUCTION","Tipperary","Glenconnor Road, Clonmel",26,"*N/A","","","","","Q4-2018",""
1648,"SHIP CONSTRUCTION","Tipperary","Gortataggart, Thurles",2,"*N/A","","","","","","Q4-2018"
1649,"SHIP CONSTRUCTION","Tipperary","Kilcooly Way, Gortnahoe",5,"*N/A","","","","","Q1-2019",""
1650,"SHIP CONSTRUCTION","Tipperary","Lacey Avenue, Templemore",3,"*N/A","","","","","","Q3-2016"
1651,"SHIP CONSTRUCTION","Tipperary","Mitchel St., Thurles",1,"*N/A","","","","","Q4-2019",""
1652,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",1,"*N/A","","","","","","Q4-2016"
1653,"SHIP CONSTRUCTION","Tipperary","Lower Ballingarry",1,"*N/A","","","","","","Q2-2016"
1654,"SHIP CONSTRUCTION","Tipperary","Poulamaleen, Faugheen",1,"*N/A","","","","","","Q2-2016"
1655,"SHIP CONSTRUCTION","Tipperary","Cormack Drive, Nenagh",12,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
1656,"SHIP CONSTRUCTION","Tipperary","Lacey Avenue, Templemore",1,"*N/A","","","","","","Q3-2017"
1657,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",1,"*N/A","","","","","","Q4-2018"
1658,"SHIP CONSTRUCTION","Tipperary","Bansha",14,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1659,"SHIP CONSTRUCTION","Tipperary","Twomileborris, Thurles",22,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1660,"SHIP CONSTRUCTION","Tipperary","Donohill, ",4,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1661,"SHIP CONSTRUCTION","Tipperary","Mullinahone",10,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1662,"SHIP CONSTRUCTION","Tipperary","Clerihan",14,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1663,"SHIP CONSTRUCTION","Tipperary","Ard Alainn, Moyne",9,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1664,"SHIP CONSTRUCTION","Tipperary","Ardcroney",4,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1665,"SHIP CONSTRUCTION","Tipperary","Mulkear View, Newport, Tipperary",3,"*N/A","","","","","","Q4-2018"
1666,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles (Phase 2)",5,"*N/A","","","","","","Q4-2019"
1667,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles (Phase 3)",5,"*N/A","","","","","","Q4-2019"
1668,"SHIP CONSTRUCTION TURNKEY","Tipperary","Strylea, Fethard",3,"*N/A","","","","","Q4-2018",""
1669,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ardan, Borrisokane",9,"*N/A","","","","","","Q4-2018"
1670,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles",4,"*N/A","","","","","","Q4-2018"
1671,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ardan, Borrisokane (Phase 2)",4,"*N/A","","","","","","Q2-2019"
1672,"SHIP CONSTRUCTION TURNKEY","Tipperary","Prior Park, Clonmel",20,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1673,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ma Charoin, Manna South, Templemore",13,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1674,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard",6,"*N/A","","","","","","Q2-2019"
1675,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard (Phase 2)",5,"*N/A","","","","","","Q3-2019"
1676,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard (Phase 3)",6,"*N/A","","","","","","Q4-2019"
1677,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard (Phase 4)",4,"*N/A","","","","","","Q4-2019"
1678,"SHIP CONSTRUCTION TURNKEY","Tipperary","Glencree, Newport",3,"*N/A","","","","","","Q4-2019"
1679,"SHIP CONSTRUCTION TURNKEY","Tipperary","Prior Park, Clonmel",21,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1680,"SHIP CONSTRUCTION RAPID","Waterford","Ballygunner, Waterford City",49,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1681,"CALF Construction","Waterford","St Johns College, Waterford (Phase 1)",36,"Respond","","","","","","Q1-2016"
1682,"CALF Turnkey","Waterford","Kilbarry, Waterford (Phase 1)",69,"Respond","","","","","Q4-2018",""
1683,"CALF Turnkey","Waterford","The Walk, Fairfield Park, Kilcohan, Waterford (Phase 1)",40,"Circle Voluntary Housing Association Ltd","","","","","","Q4-2019"
1684,"CAS CONSTRUCTION","Waterford","Convent Hill, Tramore",10,"Society of Saint Vincent de Paul","","","","","","Q1-2017"
1685,"CAS CONSTRUCTION","Waterford","Powersfield, Hennessys Road, Waterford",3,"Focus Ireland","","Stage 2 approved Q2-2016, full design/tender being prepared.","","","",""
1686,"CAS CONSTRUCTION","Waterford","Wadding Manor, Ferrybank",10,"Respond","","","","","Q4-2019",""
1687,"CAS CONSTRUCTION","Waterford","Gleann Ealach, Dunhill",8,"Gleann Ealach Housing Association","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
1688,"CAS CONSTRUCTION","Waterford","The Paddocks, Williamstown Rd. Waterford",9,"Anvers Housing Association Ltd","","","Stage 3 approved Q2-2018, the scheme is now approved to proceed to tender.","","",""
1689,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Waterford","Slievekeale, Waterford City",58,"*N/A","","","","","Q4-2019",""
1690,"SHIP CONSTRUCTION RAPID","Waterford","Ballynaneashagh, Waterford City",20,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
1691,"SHIP CONSTRUCTION","Waterford","An Garran, Crobally Upper, Tramore",50,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
1692,"SHIP CONSTRUCTION","Waterford","Alms Houses, Tallow",4,"*N/A","","","","","","Q4-2018"
1693,"SHIP CONSTRUCTION","Waterford","Ardmore Park/Priory Lawn, Waterford City",5,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1694,"SHIP CONSTRUCTION","Waterford","Ballinroad, Dungarvan",21,"*N/A","","","","","Q2-2019",""
1695,"SHIP CONSTRUCTION","Waterford","Barrack Street, Cappoquin",4,"*N/A","","","","","","Q4-2017"
1696,"SHIP CONSTRUCTION","Waterford","Larchville, Waterford City",5,"*N/A","","","Stage 3 approved Q2-2018, the scheme is now approved to proceed to tender.","","",""
1697,"SHIP CONSTRUCTION","Waterford","Patrick Street, Tramore",2,"*N/A","","","","","","Q3-2018"
1698,"SHIP CONSTRUCTION","Waterford","Doyle Street, Waterford City",3,"*N/A","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
1699,"SHIP CONSTRUCTION","Waterford","Old Cinema Site, Dungarvan",15,"*N/A","","","","","","Q4-2016"
1700,"SHIP CONSTRUCTION","Waterford","The Glen, Bridge St, Waterford",17,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
1701,"SHIP CONSTRUCTION","Waterford","Clarendon Court, Penrose Lane, Waterford",24,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
1702,"SHIP CONSTRUCTION","Waterford","Summerland Square, Waterford",12,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
1703,"SHIP CONSTRUCTION","Waterford","Bath St, Waterford City",4,"*N/A","","","","","","Q4-2019"
1704,"SHIP CONSTRUCTION","Waterford","Graigueshoneen, Kilthomas, Co Waterford",24,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1705,"SHIP CONSTRUCTION","Waterford","Mount Esker, Ballytruckle Road, Waterford City",13,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
1706,"SHIP CONSTRUCTION","Waterford","Coolfin Woods, Portlaw",12,"*N/A","","","","","","Q2-2019"
1707,"SHIP CONSTRUCTION TURNKEY","Waterford","Barnes Lane, Waterford",2,"*N/A","","","","","","Q4-2019"
1708,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan",8,"*N/A","","","","","","Q3-2018"
1709,"SHIP CONSTRUCTION TURNKEY","Waterford","Gibbethill, Gracedieu",5,"*N/A","","","","","","Q3-2018"
