"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report or Final Turnkey/CALF approval","On Site","Completed"
197,"SHIP CONSTRUCTION","Cork City","Gerald Griffin Street",43,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
198,"SHIP CONSTRUCTION","Cork City","Cappanoole",2,"*N/A","","","","","","Q4-2016"
199,"SHIP CONSTRUCTION","Cork City","Madonna House, Ballincollig (Phase 2)",6,"*N/A","","Stage 2 approved Q4-2019, full design/tender being prepared.","","","",""
200,"SHIP CONSTRUCTION","Cork City","Bramble Cottages",5,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
201,"SHIP CONSTRUCTION","Cork City","Errigal Heights, The Glen, Cork City",32,"*N/A","","Stage 2 approved Q2-2020, full design/tender being prepared.","","","",""
202,"SHIP CONSTRUCTION","Cork City","Glenamoy Lawn, Mayfield, Cork",3,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
203,"SHIP CONSTRUCTION","Cork City","Deanrock, Togher",7,"*N/A","","","","","","Q1-2019"
204,"SHIP CONSTRUCTION","Cork City","Hollywood Estate Infill Housing, Blarney Road, Cork",7,"*N/A","","Stage 2 approved Q4-2019, full design/tender being prepared.","","","",""
205,"SHIP CONSTRUCTION","Cork City","Deanrock, Togher",50,"*N/A","","","","","","Q3-2019"
206,"SHIP CONSTRUCTION","Cork City","Clover Hill Court, Bessboro Road, Mahon, Cork",51,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
207,"SHIP CONSTRUCTION","Cork City","Westside, Model Farm Road, Cork",32,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
208,"SHIP CONSTRUCTION","Cork City","Gerald Griffin Apartments - Block 7, North Monastery Road / St. Vincent's Road, Cork",6,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
209,"SHIP CONSTRUCTION","Cork City","Sli Gartan, Mayfield, Cork ",1,"*N/A","","Stage 2 approved Q2-2020, full design/tender being prepared.","","","",""
210,"REGENERATION","Cork City","CNWQR Knocknaheeny Phase 1B",29,"*N/A","","","","","","Q4-2017"
211,"REGENERATION","Cork City","CNWQR Knocknaheeny Phase 2A",47,"*N/A","","","","","","Q4-2019"
212,"REGENERATION","Cork City","CNWQR Knocknaheeny Phase 1C",41,"*N/A","","","Stage 3 approved Q2-2020, the scheme is now approved to proceed to tender.","","",""
213,"REGENERATION","Cork City","CNWQR Knocknaheeny Phase 2B",38,"*N/A","","","Stage 3 approved Q2-2020, the scheme is now approved to proceed to tender.","","",""
214,"REGENERATION","Cork City","CNWQR Knocknaheeney Phase 2C",24,"*N/A","","","","","","Q4-2020"
215,"REGENERATION","Cork City","Foyle Avenue Infill Housing Development, Knocknaheeny, Cork",3,"*N/A","","","Stage 3 approved Q1-2020, the scheme is now approved to proceed to tender.","","",""
216,"REGENERATION","Cork City","Ardmore Avenue, Knocknaheeny, Cork",1,"*N/A","","","Stage 3 approved Q1-2020, the scheme is now approved to proceed to tender.","","",""
217,"REGENERATION","Cork City","CNWQR Knocknaheeny Phase 3B",62,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
218,"REGENERATION","Cork City","CNWQR Knocknaheeny Phase 4A",43,"*N/A","Stage 1 approved Q2-2020, outline design and costs being prepared.","","","","",""
219,"CAS CONSTRUCTION","Cork City","Edel House, Grattan Street",37,"Good Shepherd Services Ltd","","","","","","Q4-2020"
220,"CAS CONSTRUCTION","Cork City","Saint Vincent's Convent, Vincent's Ave/St. Mary's Street",20,"Respond","Stage 1 approved Q3-2020, outline design and costs being prepared.","","","","",""
221,"CAS CONSTRUCTION","Cork City","Thomas Davis Street (Phase 1)",28,"Respond","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
222,"CAS CONSTRUCTION","Cork City","Ceanncora Lawn, Ballinlough",1,"Cork Mental Health Voluntary Housing Association Ltd","","","","","","Q3-2018"
223,"CAS CONSTRUCTION","Cork City","St. Joachim & Anne's, Anglesea Street",8,"Simon Community : Cork Simon","","","","","","Q4-2020"
224,"CAS CONSTRUCTION","Cork City","27-29 Dublin Street, Blackpool",10,"Respond","","","","","","Q3-2018"
225,"CAS CONSTRUCTION","Cork City","Ard na Ri, Closes Green, Farranree, Cork",20,"Farranree Sheltered Housing Association","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
226,"CALF Turnkey","Cork City","Model Quarters, Tower, Blarney, Co Cork  (Phase 1)",3,"Circle Voluntary Housing Association Ltd","","","","","Q2-2019",""
227,"CALF Turnkey","Cork City","Kyle Street  (Phase 1)",6,"Focus Housing Association CLG","","","","Q1-2021","",""
228,"CALF Turnkey","Cork City","5 units, Shandon Street, Cork (Phase 1)",5,"Circle Voluntary Housing Association Ltd","","","","","","Q3-2019"
229,"CALF Turnkey","Cork City","Bishops Avenue, Farrenferris, Fairhill, Cork (Phase 1)*",37,"T�ath Housing Association","","","","","","Q4-2019"
230,"CALF Turnkey","Cork City","Bishops Avenue, Farrenferris, Fairhill, Cork (Phase 2)*",49,"T�ath Housing Association","","","","","","Q4-2020"
231,"CALF Turnkey","Cork City","Boherboy Road, Silversprings Hill, Cork City  (Phase 1)*",15,"Respond","","","","Q1-2021","",""
232,"CALF Turnkey","Cork City","Convent Gardens, Blackrock Villas, Blackrock, Co. Cork (Phase 1)",1,"T�ath Housing Association","","","","","","Q4-2019"
233,"CALF Turnkey","Cork City","Crawford Gate, Bessboro, Blackrock, Co. Cork (Phase 1)",4,"T�ath Housing Association","","","","","","Q4-2020"
234,"CALF Turnkey","Cork City","Crawford Gate, Bessboro, Blackrock, Co. Cork (Phase 2)",2,"T�ath Housing Association","","","","","","Q4-2020"
235,"CALF Turnkey","Cork City","Croppy Boy, Fairhill, Cork (Phase 1)",7,"T�ath Housing Association","","","","","","Q3-2020"
236,"CALF Turnkey","Cork City","Croppy Boy, Fairhill, Cork (Phase 2)*",14,"T�ath Housing Association","","","","","","Q4-2020"
237,"CALF Turnkey","Cork City","Emerald View, Old Mallow Road, Cork City (Phase 1)",6,"Focus Housing Association CLG","","","","Q1-2021","",""
238,"CALF Turnkey","Cork City","Evergreen Road, Turners Cross, Cork  (Phase 1)*",28,"Respond","","","","Q4-2020","",""
239,"CALF Construction","Cork City","Green Lane, Blackpool, Cork City (Phase 1)",112,"Cluid Housing","","","","Q1-2021","",""
240,"CALF Turnkey","Cork City","Haig Gardens, Boreenamanna Road and Wallace Avenue, Ballintemple (Phase 1)*",27,"Respond","","","","Q4-2020","",""
241,"CALF Turnkey","Cork City","Hereford Place, Ballymacthomas Street, Cork City (Phase 1)*",19,"Respond","","","","","Q1-2020",""
242,"CALF Turnkey","Cork City","Leeside Apartments, Bachelors Quay, Cork City (Phase 1)",72,"Cluid Housing","","","","","","Q4-2018"
243,"CALF Turnkey","Cork City","Leeside Apartments, Bachelors Quay, Cork City (Phase 2)",6,"Cluid Housing","","","","","","Q3-2019"
244,"CALF Turnkey","Cork City","Lios Cara, Rathpeacon, Killeens, Cork (Phase 1)",12,"Cluid Housing","","","","Q4-2019","",""
245,"CALF Construction","Cork City","Lower Glanmire Road, Cork City (Phase 1)",8,"Galtan Ltd","","","","","","Q4-2019"
246,"CALF Construction","Cork City","Lr. Glanmire Road & 2 Braemer, Cork (Phase 1)",3,"Galtan Ltd","","","","","","Q1-2018"
247,"CALF Construction","Cork City","Lr. Glanmire Road & 2 Braemer, Cork (Phase 2)",3,"Galtan Ltd","","","","","","Q4-2018"
248,"CALF Turnkey","Cork City","Maryborough Ridge & Blackrock  Villas\n (Phase 1)*",57,"T�ath Housing Association","","","","","","Q4-2019"
249,"CALF Turnkey","Cork City","Miles Stream, Shanakiel, Cork (Phase 1)",6,"T�ath Housing Association","","","","Q4-2020","",""
250,"CALF Turnkey","Cork City","Miles Stream, Shanakiel, Cork (Phase 2)",14,"T�ath Housing Association","","","","Q4-2020","",""
251,"CALF Turnkey","Cork City","Miles Stream, Shanakiel, Cork (Phase 3)",22,"T�ath Housing Association","","","","Q4-2020","",""
252,"CALF Turnkey","Cork City","Millerd Street, Cork (Phase 1)",25,"Respond","","","","","","Q4-2020"
253,"CALF Turnkey","Cork City","North Abbey Street, Cork City  (Phase 1)",6,"Respond","","","","","","Q4-2018"
254,"CALF Turnkey","Cork City","Redforge Road, Blackpool, Cork City (Phase 1)",18,"Respond","","","","","","Q4-2020"
255,"CALF Turnkey","Cork City","Redforge Road, Blackpool, Cork City (Phase 2)*",62,"Respond","","","","","Q1-2020",""
256,"CALF Turnkey","Cork City","Revised-The Meadows, Knocknacullen East, Gurranabraher, Cork  (Phase 1)",31,"T�ath Housing Association","","","","","","Q4-2018"
257,"CALF Turnkey","Cork City","Revised-The Meadows, Knocknacullen East, Gurranabraher, Cork  (Phase 2)",21,"T�ath Housing Association","","","","","","Q4-2019"
258,"CALF Turnkey","Cork City","Springville House, Bulls Lane, Blackrock Road, Cork (Phase 1)",35,"T�ath Housing Association","","","","","Q4-2020",""
259,"CALF Turnkey","Cork City","The Meadows (Phase 2) Gurranabraher, Cork City  (Phase 1)",17,"T�ath Housing Association","","","","","","Q4-2019"
260,"CALF Turnkey","Cork City","The Oaks, Frankfield, Douglas, Cork City (Phase 1)*",2,"T�ath Housing Association","","","","","Q4-2019",""
261,"CALF Turnkey","Cork City"," Tower Street, Cork City (Phase 1)",2,"Threshold Ltd","","","","Q3-2020","",""
262,"CALF Turnkey","Cork City","Woodside, Kerry Pike, Cork (Phase 1)*",22,"Cluid Housing","","","","","","Q4-2020"
263,"SHIP CONSTRUCTION TURNKEY","Cork County","Church Road/Station Road, Carrigtwohill",18,"*N/A","","","","","","Q2-2018"
264,"SHIP CONSTRUCTION TURNKEY","Cork County","Inis Alainn & Castleoaks, Bandon",11,"*N/A","","","","","","Q4-2017"
265,"SHIP CONSTRUCTION TURNKEY","Cork County","Gleann Tuairigh, Youghal",3,"*N/A","","","","","","Q4-2018"
266,"SHIP CONSTRUCTION TURNKEY","Cork County","Millview Road, Kanturk",11,"*N/A","","","","","","Q4-2019"
267,"SHIP CONSTRUCTION TURNKEY","Cork County","Clondulane, Fermoy",2,"*N/A","","","","","","Q4-2017"
268,"SHIP CONSTRUCTION TURNKEY","Cork County","College Wood, Cobh",31,"*N/A","","","","","","Q4-2017"
269,"SHIP CONSTRUCTION TURNKEY","Cork County","Castletreasure, Douglas",12,"*N/A","","","","","","Q4-2017"
270,"SHIP CONSTRUCTION TURNKEY","Cork County","Crann Ard, Fermoy",4,"*N/A","","","","","","Q4-2019"
271,"SHIP CONSTRUCTION TURNKEY","Cork County","CulAird Carraigtwohill",29,"*N/A","","","","","","Q4-2017"
272,"SHIP CONSTRUCTION TURNKEY","Cork County","Castletreasure, Douglas",12,"*N/A","","","","","","Q1-2017"
273,"SHIP CONSTRUCTION TURNKEY","Cork County","Castletreasure, Douglas",16,"*N/A","","","","","","Q1-2017"
274,"SHIP CONSTRUCTION TURNKEY","Cork County","Claragh Road, Millstreet",5,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
275,"SHIP CONSTRUCTION TURNKEY","Cork County","St. Mary�s Road, Dunmanway Phase 2",7,"*N/A","","","","","","Q3-2020"
276,"SHIP CONSTRUCTION TURNKEY","Cork County","Glanworth, Fermoy",10,"*N/A","","","","","Q1-2020",""
277,"SHIP CONSTRUCTION TURNKEY","Cork County","Quartertown, Mallow",5,"*N/A","","","","","","Q4-2019"
278,"SHIP CONSTRUCTION TURNKEY","Cork County","Spa Glen,Ballyviniter, Mallow",8,"*N/A","","","","","","Q4-2019"
279,"SHIP CONSTRUCTION TURNKEY","Cork County","Beacon Point, Baltimore",6,"*N/A","","","","","","Q2-2019"
280,"SHIP CONSTRUCTION TURNKEY","Cork County","Corrin View, Fermoy",6,"*N/A","","","","","","Q2-2019"
281,"SHIP CONSTRUCTION TURNKEY","Cork County","No. 43 & No. 50 Chapel Court, Skibbereen ",2,"*N/A","","","","","","Q3-2018"
282,"SHIP CONSTRUCTION TURNKEY","Cork County","Cul Na Smear, Bandon",14,"*N/A","","","","","","Q4-2018"
283,"SHIP CONSTRUCTION TURNKEY","Cork County","Glen Dara, Ard Cashel, Watergrasshill",6,"*N/A","","","","","","Q4-2018"
284,"SHIP CONSTRUCTION TURNKEY","Cork County","Clarendon Brooks, Carrs Hill, Douglas",9,"*N/A","","","","","","Q2-2019"
285,"SHIP CONSTRUCTION TURNKEY","Cork County","Sweetfields, Youghal",15,"*N/A","","","","","","Q4-2020"
286,"SHIP CONSTRUCTION TURNKEY","Cork County","Lismire",4,"*N/A","","","","","","Q4-2018"
287,"SHIP CONSTRUCTION TURNKEY","Cork County","Rylane, Mount Rivers",3,"*N/A","","","","","","Q4-2020"
288,"SHIP CONSTRUCTION TURNKEY","Cork County","Clarendon Brooks, Carrs Hill, Douglas Phase 3",17,"*N/A","","","","","","Q4-2020"
289,"SHIP CONSTRUCTION TURNKEY","Cork County","Seafield, Bantry, ",3,"*N/A","","","","","Q3-2018",""
290,"SHIP CONSTRUCTION TURNKEY","Cork County","Parklands, Youghal",13,"*N/A","","","","","","Q4-2018"
291,"SHIP CONSTRUCTION TURNKEY","Cork County","Oliver Plunkett Place, Doneraile",2,"*N/A","","","","","","Q4-2019"
292,"SHIP CONSTRUCTION TURNKEY","Cork County","No.9 and No.10  Chapel Court, Skibbereen,",2,"*N/A","","","","","","Q4-2018"
293,"SHIP CONSTRUCTION TURNKEY","Cork County","Tir Cluain, Midleton",8,"*N/A","","","","","","Q4-2018"
294,"SHIP CONSTRUCTION TURNKEY","Cork County","College Mews, Cobh",6,"*N/A","","","","","","Q4-2018"
295,"SHIP CONSTRUCTION TURNKEY","Cork County","Rathcormac",4,"*N/A","","","","","","Q4-2018"
296,"SHIP CONSTRUCTION TURNKEY","Cork County","Fairgreen, Mallow",10,"*N/A","","","","","","Q4-2019"
297,"SHIP CONSTRUCTION TURNKEY","Cork County","Tir Cluain, Midleton (Phase 2)",14,"*N/A","","","","","","Q3-2019"
298,"SHIP CONSTRUCTION TURNKEY","Cork County","Church Road/Station Road, Carrigtwohill (2)",7,"*N/A","","","","","","Q3-2018"
299,"SHIP CONSTRUCTION TURNKEY","Cork County","Canon St, Rathcormac",3,"*N/A","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
300,"SHIP CONSTRUCTION TURNKEY","Cork County","Percival St, Kanturk",2,"*N/A","","","","","","Q4-2018"
301,"SHIP CONSTRUCTION TURNKEY","Cork County","9 & 9a Main Street, Boherbue",2,"*N/A","","","","","","Q4-2018"
302,"SHIP CONSTRUCTION TURNKEY","Cork County","Parklands, Youghal - Phase 2",6,"*N/A","","","","","","Q2-2019"
303,"SHIP CONSTRUCTION TURNKEY","Cork County","Rathcormac Phase 2",4,"*N/A","","","","","","Q2-2019"
304,"SHIP CONSTRUCTION TURNKEY","Cork County","Inis F�il, Curraclough, Bandon",13,"*N/A","","","","","","Q4-2019"
305,"SHIP CONSTRUCTION TURNKEY","Cork County","Maple Woods, Midleton",6,"*N/A","","","","","","Q4-2018"
306,"SHIP CONSTRUCTION TURNKEY","Cork County","Crann Ard, Fermoy - Phase 3",8,"*N/A","","","","","Q4-2017",""
307,"SHIP CONSTRUCTION TURNKEY","Cork County","St. Mary's Road, Dunmanway Phase 3",6,"*N/A","","","","","","Q3-2020"
308,"SHIP CONSTRUCTION TURNKEY","Cork County","Sweetfields, Youghal, Phase 2",20,"*N/A","","","","","Q1-2019",""
309,"SHIP CONSTRUCTION TURNKEY","Cork County","Mill Road, Avoncore, Bloomfield, Midleton",12,"*N/A","","","","","","Q4-2020"
310,"SHIP CONSTRUCTION TURNKEY","Cork County","Mill Road, Avoncore,  Broomfield, Midleton - Phase 2",11,"*N/A","","","","","","Q1-2021"
311,"SHIP CONSTRUCTION TURNKEY","Cork County","Mill Road, Avoncore,  Bloomfield, Midleton - Phase 3",17,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
312,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Cairn, Station Road, Carrigtwohill",2,"*N/A","","","","","","Q3-2019"
313,"SHIP CONSTRUCTION TURNKEY","Cork County","Spa Glen,Ballyviniter, Mallow ",6,"*N/A","","","","","","Q2-2020"
314,"SHIP CONSTRUCTION TURNKEY","Cork County","Gleann Orga, Ballinhassig",4,"*N/A","","","","","","Q4-2019"
315,"SHIP CONSTRUCTION TURNKEY","Cork County","Lios Ard, Ballyhooly",8,"*N/A","","","","","","Q4-2020"
316,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Ard, Cobh",6,"*N/A","","","","","","Q3-2019"
317,"SHIP CONSTRUCTION TURNKEY","Cork County","Baltimore, West Cork",12,"*N/A","","","","","","Q4-2019"
318,"SHIP CONSTRUCTION TURNKEY","Cork County","Chapel Court, Skibbereen",2,"*N/A","","","","","","Q4-2019"
319,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Ard, Freemount",4,"*N/A","","","","","","Q4-2019"
320,"SHIP CONSTRUCTION TURNKEY","Cork County","Glengarriff",5,"*N/A","","","","","","Q4-2019"
321,"SHIP CONSTRUCTION TURNKEY","Cork County","The Cove, Glandore",4,"*N/A","","","","","","Q4-2019"
322,"SHIP CONSTRUCTION TURNKEY","Cork County","An Tui, Lisgoold, Leamlara",3,"*N/A","","","","","","Q4-2019"
323,"SHIP CONSTRUCTION TURNKEY","Cork County","Millstreet Road, Macroom",12,"*N/A","","","","","","Q4-2020"
324,"SHIP CONSTRUCTION TURNKEY","Cork County","Clarendon Brooks, Carrs Hill, Douglas Phase 2",14,"*N/A","","","","","","Q4-2019"
325,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Cairn, Station Road, Carrigtwohill",12,"*N/A","","","","","","Q4-2020"
326,"SHIP CONSTRUCTION TURNKEY","Cork County","Glenbeg The Beeches, Boherbue",4,"*N/A","","","","","","Q4-2019"
327,"SHIP CONSTRUCTION TURNKEY","Cork County","Chapel Court, Skibbereen",3,"*N/A","","","","","","Q4-2019"
328,"SHIP CONSTRUCTION TURNKEY","Cork County","Millview Road, Kanturk - Phase 3",4,"*N/A","","","","","","Q1-2021"
329,"SHIP CONSTRUCTION TURNKEY","Cork County","An Tui, Lisgoold, Leamlara",1,"*N/A","","","","","","Q2-2020"
330,"SHIP CONSTRUCTION TURNKEY","Cork County","Bruhenny, Churchtown",6,"*N/A","","","","","","Q4-2019"
331,"SHIP CONSTRUCTION TURNKEY","Cork County","Ard Bhaile, Buttevant",6,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
332,"SHIP CONSTRUCTION TURNKEY","Cork County","Cecilstown, Mallow",2,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
333,"SHIP CONSTRUCTION TURNKEY","Cork County","Ballymacmoy, Killavullen, Co. Cork",13,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
334,"SHIP CONSTRUCTION TURNKEY","Cork County","Meenane, Watergrasshill",25,"*N/A","","","","","Q3-2020",""
335,"SHIP CONSTRUCTION TURNKEY","Cork County","Spa Glen,Ballyviniter, Mallow",8,"*N/A","","","","","","Q3-2019"
336,"SHIP CONSTRUCTION TURNKEY","Cork County","Gortnaclohy, Skibbereen, Co. Cork",34,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
337,"SHIP CONSTRUCTION TURNKEY","Cork County","Castle Heights, Carrigaline",3,"*N/A","","","","","","Q4-2020"
338,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Cairn, Station Road, Carrigtwohill",7,"*N/A","","","","","","Q4-2019"
339,"SHIP CONSTRUCTION TURNKEY","Cork County","The Court, Ard Cashel, Watergrasshill",4,"*N/A","","","","","","Q4-2019"
340,"SHIP CONSTRUCTION TURNKEY","Cork County","Kilmoney, Carrigaline",58,"*N/A","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
341,"SHIP CONSTRUCTION TURNKEY","Cork County","Millview Road, Kanturk - Phase 2",10,"*N/A","","","","","","Q4-2020"
342,"SHIP CONSTRUCTION TURNKEY","Cork County","Glenbeg, The Beeches, Boherbue",8,"*N/A","","","","","","Q4-2020"
343,"SHIP CONSTRUCTION TURNKEY","Cork County","Oliver Plunkett Place, Doneraile",3,"*N/A","","","","","","Q4-2020"
344,"SHIP CONSTRUCTION TURNKEY","Cork County","Crann Ard, Fermoy - Phase 2",40,"*N/A","","","","","Q4-2017",""
345,"SHIP CONSTRUCTION TURNKEY","Cork County","Inis F�il, Curraclough, Bandon",17,"*N/A","","","","","","Q3-2020"
346,"SHIP CONSTRUCTION TURNKEY","Cork County","Caherdaniel, Bantry",10,"*N/A","","","","","Q1-2020",""
347,"SHIP CONSTRUCTION TURNKEY","Cork County","St. Mary�s Road, Dunmanway ",7,"*N/A","","","","","","Q4-2019"
348,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Cairn, Station Road Carrigtwohill",7,"*N/A","","","","","","Q4-2020"
349,"SHIP CONSTRUCTION TURNKEY","Cork County","An Goritin Rua, Millstreet Road, Macroom",14,"*N/A","","","","Stage 4 approved Q1-2020, the scheme is fully approved.","",""
350,"SHIP CONSTRUCTION TURNKEY","Cork County","King St, Mitchelstown",2,"*N/A","","","","Stage 4 approved Q2-2020, the scheme is fully approved.","",""
351,"SHIP CONSTRUCTION TURNKEY","Cork County","Lyraneag, Rockchapel,",2,"*N/A","","","","Stage 4 approved Q2-2020, the scheme is fully approved.","",""
352,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Reidh, Ballyvourney",1,"*N/A","","","","","","Q4-2019"
353,"SHIP CONSTRUCTION TURNKEY","Cork County","Curragh, Upper Aghada",2,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
354,"SHIP CONSTRUCTION TURNKEY","Cork County","Glebe Manor, Whitegate",12,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
355,"SHIP CONSTRUCTION TURNKEY","Cork County","Eyeries, Castletownbere",6,"*N/A","","","","","Q4-2020",""
356,"SHIP CONSTRUCTION TURNKEY","Cork County","Kilmorna, Mallow",1,"*N/A","","","","","","Q4-2020"
357,"SHIP CONSTRUCTION TURNKEY","Cork County","Lios Ard Ballhooly",6,"*N/A","","","","","","Q1-2021"
358,"SHIP CONSTRUCTION TURNKEY","Cork County","Lios Ard Ballhooly",6,"*N/A","","","","","Q1-2021",""
359,"SHIP CONSTRUCTION TURNKEY","Cork County","Spa Glen,Ballyviniter, Mallow ",20,"*N/A","","","","","","Q4-2020"
360,"SHIP CONSTRUCTION TURNKEY","Cork County","Spa Glen,Ballyviniter, Mallow ",18,"*N/A","","","","","Q1-2019",""
361,"SHIP CONSTRUCTION TURNKEY","Cork County","Fana Na gCann, Co. Cork",2,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
